Code,Description,Level
41106403,Sequencing primers,4
41106500,Protein expression products,3
41106501,Bacterial expression kits,4
41106502,Eucariotic transfection reagents,4
41106505,Insect expression kits,4
41106506,Insect media,4
41106507,Insect medium supplements or reagents,4
41106508,Mammalian cell expression kits,4
41106509,Mammalian cells,4
41106510,Kits for protein extraction from mammalian cells or tissues,4
41106511,Kits for protein extraction from bacteria,4
41106512,Kits for protein extraction from yeast,4
41106513,Reporter gene assay,4
41106514,Stable mammalian cell lines,4
41106515,Yeast expression kits,4
41106600,Vectors,3
41106601,Chromosome targeting vectors,4
41106604,Display vector maps or sequences,4
41106605,Enzyme reporter vector maps or sequences,4
41106606,Expression complementary deoxyribonucleic acid cDNA vectors,4
41106607,Fluorescent protein vector maps or sequences,4
41106608,Fusion vectors,4
41106609,Gene targeting vectors,4
41106610,General cloning vectors,4
41106611,Hybrid system vectors or kits,4
41106612,Insect expression vectors,4
41106615,Polymerase chain reaction PCR cloning vectors or kits,4
41106616,Phage or viral deoxyribonucleic acids DNA,4
41106617,Plasmid mutagenesis vectors or kits,4
41106619,Sequencing vectors,4
41106620,Signal transduction reporter vector maps or sequences,4
41106621,Virus mediated expression vectors or kits,4
41106622,Yeast expression vectors,4
41105307,Instrumentation for capillary electrophoresis,4
41105308,Capillaries or cartridges,4
41105309,Kits or reagents for capillary electrophoresis,4
41105310,Blotting or transfer accessories,4
41105311,Blotting or transfer apparatus,4
41105312,Combs or plates or spacers or trays,4
41105313,Cassettes or related detection accessories,4
41105314,Gel documentation systems,4
41105315,Gel documentation accessories,4
41105316,Ultraviolet crosslinkers,4
41105317,Agarose gel making reagents,4
41105319,Polyacrylamide gel making reagents,4
41105320,Polyacrylamide premade gels,4
41105321,Nucleic acid gels stain,4
41105322,Polyacrylamide gels stain,4
41105323,Electrophoresis premade buffers or solutions,4
41105325,Microwells plates for deoxyribonucleic acid DNA or deoxyribonucleic acid DNA hybridization,4
41105326,Hybridization reagents or buffers,4
41105327,Conjugated nucleotides or oligomers,4
41105328,Premade northern or southern or western blots,4
41105329,Blocking agents,4
41105330,Control proteins or cell lysates or tissue lysates,4
41105331,Protein chemifluorescent detection reagents or kits or substrates,4
41105332,Protein chemiluminescent detection reagents or kits or substrates,4
41105333,Protein chromogenic detection reagents or kits or substrates,4
41105334,Deoxyribonucleic acid DNA quantitation markers,4
41105335,Deoxyribonucleic acid DNA size markers or standards,4
41105336,Isoelectric focusing IEF markers,4
41105337,Protein electrophoresis markers,4
41105338,Ribonucleic acid RNA markers or standards,4
51283112,Gramicidin,4
51282956,Ofloxacin,4
51284303,Thiamphenicol,4
51343702,Moroxydine,4
51282302,Clarithromycin,4
51286801,Chlorquinaldol,4
51241237,Benzoyl peroxide,4
51282005,Tyrothricin,4
51101604,Meglumine antimonate,4
51283603,Rifapentine,4
51101607,Calcium oxide,4
51302701,Chlorocresol,4
51284605,Meropenem,4
51101612,Polynoxylin,4
51101613,Pentamidine,4
51101614,Diloxanide furoate,4
51101616,Melarsoprol,4
51282801,Tinidazole,4
51101618,Taurolidine,4
51451907,Niclosamide,4
51453001,Piperazine,4
51452402,Diethylcarbamazine,4
51302901,Ciclopirox,4
51162713,Guaiacol,4
51281503,Amithiozone or thiacetazone,4
51281504,Pyrazinamide,4
51172332,Acetohydroxamic acid,4
51241128,Hypromellose,4
51162728,Naphazoline,4
51473001,Benzalkonium Chloride,4
51101630,Propamidine,4
51470000,Antiseptics,2
51285502,Clofoctol,4
51473504,Sterile water for irrigation,4
51452202,Benzyl benzoate,4
51452302,Piperonyl,4
51452502,Lindane,4
51111739,Etoposide,4
51281803,Epirubicin,4
51111815,Triptorelin,4
51123906,Propafenone,4
51432803,Enalapril,4
51263002,Prazosin,4
51321604,Polidocanol,4
51321808,Fenofibrate,4
51433903,Nifedipine,4
51410000,Vasodilators,2
51132001,Pentoxifylline,4
51131506,Erythropoietin,4
51131705,Dipyridamole,4
51131800,Coagulants and systemic hemostatic agents,3
51131801,Fibrinogen,4
51141509,Vigabatrin,4
51141513,Carbamazepine,4
51332812,Fluphenazine,4
51401501,Bromazepam,4
51383304,Diclofenac,4
51381502,Etofenamate,4
51385805,Piroxicam,4
51144601,Caffeine or trimethylxanthine,4
51391717,Ephedrine,4
51313301,Promethazine,4
51313101,Cetirizine,4
51162626,Dextromethorphan,4
51162704,Bromhexine,4
51171510,Magnesium trisilicate,4
51171610,Senna glycosides or sennosides,4
51171807,Cinnarizine,4
51171808,Difenidol or diphenidol,4
51171910,Pancreatin,4
51184007,Gliclazide,4
51422101,Prednisone,4
51422408,Deflazacort,4
51422206,Fluocinolone acetonide,4
51352422,Desogestrel and ethinyl estradiol,4
51351514,Progesterone,4
51201627,Haemophilus B vaccine,4
51201800,Immunostimulating agents,3
50501500,Vitamin supplements,3
51272406,Isoflurane,4
51143200,Anti abuse drugs,3
41113645,Earth leakage devices,4
80111706,Permanent clerical or administrative assistance,4
80111707,Permanent technical staffing needs,4
80111708,Permanent financial staffing needs,4
80111709,Permanent medical staff needs,4
80111710,Permanent legal staffing needs,4
80111711,Permanent information technology software developers,4
80111712,Permanent information technology networking specialists,4
80111713,Permanent information technology systems or database administrators,4
80111714,Permanent drivers,4
80111715,Permanent professional staff,4
23221100,Killing and defeathering department machinery and equipment,3
41103318,Nuclear densitometer,4
51312304,Diphenhydramine,4
46151506,Riot batons,4
44101711,Compressor assembly,4
50193100,Instant mixes and supplies,3
78141703,Marine navigational or communication services,4
44101712,Mailbox stackers,4
43221526,Telephone entry systems,4
51143202,Nicotine,4
51131607,Enoxaparin,4
56101535,Furniture carts,4
51184004,Glibenclamide or glyburide,4
51313802,Fexofenadine hydrochloride,4
51432705,Ramipril,4
52161542,Plasma screens,4
51171511,Algeldrate or aluminium hydroxide,4
43202105,Multiple media cabinets,4
51101908,Artemether,4
51151617,Biperiden,4
51434502,Valsartan,4
51131900,Blood plasma substitutes and extenders and expanders,3
51131901,Poligeline or polygeline,4
51202501,Leflunomide,4
51171911,Sucralfate,4
51302309,Isoconazole,4
44103005,Fuser lamps or assemblies,4
44111615,Deposit bags,4
44101713,Copy counters,4
44101714,Facsimile units for office machines,4
44101715,Platen covers,4
44101716,Hole punching units,4
51183505,Metformin,4
51283800,Streptogramins,3
51282804,Secnidazole,4
51282701,Teicoplanin,4
51283602,Rifamycin,4
14111611,Invitation or announcement cards,4
82121908,Case making services,4
51201900,Multiple sclerosis MS agents,3
51201901,Glatiramer acetate,4
41115829,Meat or dairy product analyzers,4
41113323,Sugar analyzers,4
44102503,Coin wrapper machines,4
44102307,Collators,4
47121903,Pressure or steam cleaner accessories,4
44111616,Check separators,4
23230000,Sawmilling and lumber processing machinery and equipment,2
23231000,Log debarkers and accessories,3
23231001,Tool holder,4
12352100,Organic derivatives and substituted compounds,3
12352400,Mixtures,3
12164500,Food or drug additives,3
41112704,Feed analyzers,4
81112009,Content or data classification services,4
25191514,Aircraft towbar,4
43221600,Digital subscriber loop DSL access equipment and components and accessories,3
43221601,Digital subscriber loop DSL captive office plain old telephone system POTS splitter,4
43221602,Digital subscriber loop DSL captive office splitter shelf,4
43221603,Digital subscriber loop DSL customer premise equipment CPE plain old telephone system POTS splitter,4
80111716,Permanent information technology staffing needs,4
12131708,Detonator box,4
41104020,Calcine element flow tray,4
45111810,Visual presenters,4
41115830,Glucose analyzers,4
53102710,Corporate uniforms,4
43233500,Information exchange software,3
44111911,Interactive whiteboards or accessories,4
84131507,Business interruption insurance,4
84131508,Cash in transit insurance,4
84131509,Comprehensive projects insurance,4
84131510,Contractors all risks insurance,4
84131511,Deterioration of stocks insurance,4
84131512,Electronic equipment insurance,4
84131513,Erection all risks insurance,4
84131514,Fidelity guarantee insurance,4
84131515,Jewelers block insurance,4
84131516,Professional indemnity insurance,4
84131517,Travel insurance,4
14111613,Banner paper,4
44101718,Infrared adapters,4
44101719,Copy or scan accessories,4
44101504,Digital senders,4
44101720,Language fonts,4
44101721,Media spindles,4
44101722,Multi bin mailbox power upgrades,4
44101723,Multi bin mailboxes,4
44101724,Multi function upgrades,4
44101725,Printer cabinets,4
44101726,Printer emulation upgrades,4
44101727,Printer stands,4
44101728,Roll feeds,4
44102202,Scanner document feeders,4
44102203,Scanner transparency adapters,4
46191608,Fire suppression system,4
44101729,Output stackers,4
44101505,Digital duplicators,4
78181703,Vehicle parking service,4
80121611,Healthcare claim law services,4
80141510,Market research telephone surveys,4
80141511,Market research paper surveys,4
80141512,Market research on location surveys,4
80141513,Market research one on one interviews,4
46151507,Queuing control system,4
56111514,Modular counter office packages,4
80111507,Outplacement services,4
80141514,Market research mail surveys,4
46191505,Fire alarm systems,4
83101808,Power quality monitoring,4
81101703,Engineering testing services,4
81101513,Building construction management,4
78131603,Furniture storage,4
80161602,Receiving or inventorying services,4
53131637,Nursing pads,4
42131706,Surgical jumpsuits and coveralls,4
42141504,Medicated applicators or absorbents,4
42192406,Urinal carrying carts,4
81112010,Data conversion service,4
83111511,Frame relay telecommunications service,4
42312109,Ostomy bag rings,4
42312110,Ostomy starter kits,4
42312111,Ostomy bag covers,4
42312112,Ostomy belts,4
42312113,Ostomy bag plugs,4
44101506,Faxswitch machines,4
43223102,2G GSM wireless access network equipment and components,4
42311531,Dressing covers for general use,4
42203406,Removal devices of diagnostic or interventional vascular catheters,4
53112100,Overshoes,3
42191811,Infant positioning cradles,4
11122002,Particleboard,4
43211804,Keyboard drawers or shelves,4
41112803,Tachometer disks,4
43211715,Portable data input terminals,4
26111722,Battery adapter or accessories,4
26111723,Battery cabinets or covers or doors,4
26111724,Tool kits for batteries,4
43201545,Fax boards,4
43201546,Audio conferencing boards,4
43201547,Voice boards,4
43191619,Telephone signaling devices,4
10122100,Miscellaneous animal food,3
10151525,Broccoli seeds or seedlings,4
10151526,Cabbage seeds or seedlings,4
10152401,Potato seeds or seedlings,4
10152403,Sweet potato seeds or seedlings,4
10151529,Pumpkin seeds or seedlings,4
10152405,Radish seeds or seedlings,4
10151531,Brussel sprout seeds or seedlings,4
10151532,Squash seeds or seedlings,4
10151533,Okra seeds or seedlings,4
10151534,Cantaloupe seeds or seedlings,4
10151535,Peanut seeds or seedlings,4
10191507,Bird repellents,4
10191704,Fly swatters,4
10191508,Termite shields,4
10191705,Lariats,4
10191706,Leghold traps,4
11111611,Gravel,4
11162122,Binding fabrics,4
11162123,Tape fabrics,4
11162124,Felt fabrics,4
11162125,Webbing fabrics,4
11162126,Quilted cloth,4
11162127,Camouflage cloth,4
11162128,Parachute cloth,4
11162129,Marquisette cloth,4
11162130,Dossal,4
11162131,Welting fabrics,4
